Animal_ID,Species,Breed,Gender,Date_of_Birth,Current_Weight_kg,Daily_Feed_Intake_kg,Last_Vet_Visit_Date,Health_Status,Medication_Administered,Breeding_Status,Last_Breeding_Date,Number_of_Offspring
ANM_1501,Pig,Duroc,Male,2023-05-09,108.62,4.47,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_1502,Pig,Large White,Female,2023-08-06,118.4,4.65,2025-06-26,Healthy,,Not Bred,,0
ANM_1503,Goat,Jamunapari,Male,2020-12-23,54.41,1.53,2025-06-26,Healthy,,Not Bred,,0
ANM_1504,Chicken,Plymouth Rock,Male,2023-08-05,1.91,0.09,2025-06-26,Healthy,,Not Bred,,0
ANM_1505,Sheep,Suffolk,Female,2023-01-17,23.51,0.67,2025-06-26,Healthy,,Not Bred,,0
ANM_1506,Pig,Landrace,Male,2022-12-24,166.9,6.58,2025-06-26,Healthy,,Not Bred,,0
ANM_1507,Sheep,Merino,Male,2020-10-10,51.87,1.52,2025-06-26,Healthy,,Not Bred,,0
ANM_1508,Cattle,Gir,Male,2024-08-02,149.83,4.05,2025-06-26,Healthy,,Not Bred,,0
ANM_1509,Cattle,Gir,Male,2022-07-14,345.59,6.08,2025-06-26,Healthy,,Not Bred,,0
ANM_1510,Goat,Jamunapari,Male,2021-09-10,44.12,1.31,2025-06-26,Healthy,,Not Bred,,0
ANM_1511,Cattle,Ongole,Female,2025-04-24,45.15,1.0,2025-06-26,Healthy,,Pregnant,2025-06-11,0
ANM_1512,Pig,Duroc,Female,2021-09-10,214.89,8.76,2025-06-26,Healthy,,Not Bred,,0
ANM_1513,Goat,Beetal,Female,2024-09-04,12.17,0.52,2025-06-26,Healthy,,Lactating,2024-07-29,3
ANM_1514,Pig,Yorkshire,Male,2023-03-16,87.34,3.54,2025-06-26,Healthy,,Not Bred,,0
ANM_1515,Cattle,Sahiwal,Male,2022-05-07,327.8,6.62,2025-06-26,Serious Illness,Vaccine,Not Bred,,0
ANM_1516,Chicken,Rhode Island Red,Female,2023-05-10,2.31,0.12,2025-06-26,Healthy,,Pregnant,2024-08-27,0
ANM_1517,Cattle,Sahiwal,Female,2025-06-04,75.2,1.86,2025-06-26,Healthy,,Pregnant,2025-02-13,0
ANM_1518,Sheep,Merino,Female,2022-08-30,34.32,1.07,2025-06-26,Healthy,,Lactating,2024-10-25,1
ANM_1519,Sheep,Suffolk,Male,2021-11-20,48.65,1.57,2025-06-26,Healthy,,Not Bred,,0
ANM_1520,Pig,Yorkshire,Male,2020-07-25,264.23,10.58,2025-06-26,Healthy,,Not Bred,,0
ANM_1521,Goat,Beetal,Female,2024-08-14,3.89,0.1,2025-06-26,Healthy,,Lactating,2025-06-07,5
ANM_1522,Goat,Sirohi,Male,2025-05-12,2.0,0.1,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_1523,Goat,Jamunapari,Male,2021-10-12,42.93,1.16,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_1524,Pig,Duroc,Male,2024-02-08,68.4,2.75,2025-06-26,Healthy,,Not Bred,,0
ANM_1525,Cattle,Jersey,Female,2023-03-13,257.53,4.98,2025-06-26,Healthy,,Lactating,2024-08-04,2
ANM_1526,Pig,Duroc,Female,2021-10-04,205.76,8.18,2025-06-26,Mild Illness,Anti-parasitic,Lactating,2025-02-18,1
ANM_1527,Cattle,Sahiwal,Female,2020-10-04,561.66,10.43,2025-06-26,Healthy,,Not Bred,,0
ANM_1528,Goat,Beetal,Male,2021-07-27,48.96,1.5,2025-06-26,Healthy,,Not Bred,,0
ANM_1529,Sheep,Nali,Male,2021-06-18,45.39,1.16,2025-06-26,Healthy,,Not Bred,,0
ANM_1530,Cattle,Ongole,Female,2022-07-11,363.12,6.69,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_1531,Goat,Jamunapari,Female,2022-06-24,38.22,1.16,2025-06-26,Mild Illness,Antibiotic,Bred,2025-04-18,0
ANM_1532,Pig,Landrace,Female,2021-12-19,191.4,7.96,2025-06-26,Healthy,,Bred,2025-04-17,0
ANM_1533,Pig,Landrace,Female,2022-10-15,158.1,6.59,2025-06-26,Healthy,,Not Bred,,0
ANM_1534,Goat,Black Bengal,Male,2024-05-19,9.76,0.3,2025-06-26,Healthy,,Not Bred,,0
ANM_1535,Goat,Jamunapari,Female,2021-05-30,44.48,1.48,2025-06-26,Healthy,,Pregnant,2024-09-06,0
ANM_1536,Pig,Duroc,Female,2023-06-14,120.19,5.15,2025-06-26,Healthy,,Not Bred,,0
ANM_1537,Sheep,Suffolk,Male,2022-06-13,31.47,1.0,2025-06-26,Healthy,,Not Bred,,0
ANM_1538,Sheep,Merino,Male,2020-12-01,45.08,1.37,2025-06-26,Healthy,,Not Bred,,0
ANM_1539,Chicken,Broiler,Male,2024-12-28,0.94,0.07,2025-06-26,Healthy,,Not Bred,,0
ANM_1540,Pig,Large White,Male,2020-11-16,253.13,10.34,2025-06-26,Healthy,,Not Bred,,0
ANM_1541,Sheep,Dorper,Female,2025-05-28,2.56,0.1,2025-06-26,Healthy,,Lactating,2024-09-20,4
ANM_1542,Chicken,Rhode Island Red,Male,2022-09-06,3.25,0.16,2025-06-26,Healthy,,Not Bred,,0
ANM_1543,Pig,Large White,Male,2024-08-07,60.15,2.0,2025-06-26,Healthy,,Not Bred,,0
ANM_1544,Goat,Sirohi,Female,2025-06-08,7.84,0.2,2025-06-26,Healthy,,Lactating,2024-06-26,1
ANM_1545,Goat,Tellicherry,Male,2022-04-09,30.73,0.81,2025-06-26,Healthy,,Not Bred,,0
ANM_1546,Cattle,Sahiwal,Female,2022-10-07,365.75,7.75,2025-06-26,Healthy,,Pregnant,2024-11-03,0
ANM_1547,Cattle,Gir,Male,2021-03-03,418.89,8.91,2025-06-26,Healthy,,Not Bred,,0
ANM_1548,Cattle,Ongole,Female,2024-04-21,146.7,3.83,2025-06-26,Healthy,,Lactating,2024-08-20,3
ANM_1549,Sheep,Suffolk,Male,2024-04-26,20.1,0.67,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_1550,Sheep,Dorper,Female,2022-11-25,38.78,1.05,2025-06-26,Healthy,,Not Bred,,0
ANM_1551,Pig,Yorkshire,Male,2023-03-06,112.17,4.63,2025-06-26,Healthy,,Not Bred,,0
ANM_1552,Sheep,Suffolk,Male,2023-08-06,23.66,0.79,2025-06-26,Healthy,,Not Bred,,0
ANM_1553,Pig,Yorkshire,Female,2023-10-05,113.54,4.33,2025-06-26,Mild Illness,Pain Reliever,Pregnant,2025-01-16,0
ANM_1554,Goat,Jamunapari,Female,2020-06-29,63.22,1.83,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_1555,Sheep,Deccani,Female,2022-06-28,38.41,1.29,2025-06-26,Healthy,,Pregnant,2025-05-27,0
ANM_1556,Cattle,Gir,Male,2021-09-28,485.24,9.45,2025-06-26,Healthy,,Not Bred,,0
ANM_1557,Pig,Large White,Male,2024-04-25,65.23,2.64,2025-06-26,Healthy,,Not Bred,,0
ANM_1558,Cattle,Ongole,Male,2020-11-09,574.8,11.7,2025-06-26,Healthy,,Not Bred,,0
ANM_1559,Chicken,Rhode Island Red,Male,2022-12-06,3.33,0.15,2025-06-26,Healthy,,Not Bred,,0
ANM_1560,Cattle,Gir,Male,2022-09-28,362.62,6.97,2025-06-26,Healthy,,Not Bred,,0
ANM_1561,Sheep,Dorper,Female,2024-06-05,14.9,0.44,2025-06-26,Healthy,,Not Bred,,0
ANM_1562,Sheep,Suffolk,Male,2021-10-25,46.58,1.48,2025-06-26,Healthy,,Not Bred,,0
ANM_1563,Cattle,Sahiwal,Female,2024-12-31,144.16,3.84,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_1564,Goat,Sirohi,Male,2020-10-15,50.49,1.59,2025-06-26,Healthy,,Not Bred,,0
ANM_1565,Cattle,Gir,Female,2024-12-24,120.63,2.19,2025-06-26,Healthy,,Not Bred,,0
ANM_1566,Goat,Sirohi,Male,2024-02-05,12.08,0.47,2025-06-26,Serious Illness,Pain Reliever,Not Bred,,0
ANM_1567,Sheep,Nali,Female,2024-01-14,8.55,0.35,2025-06-26,Healthy,,Lactating,2025-03-10,5
ANM_1568,Cattle,Sahiwal,Male,2023-05-14,255.48,5.16,2025-06-26,Healthy,,Not Bred,,0
ANM_1569,Cattle,Holstein Friesian,Male,2023-10-17,252.62,4.49,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_1570,Chicken,Native,Male,2023-08-30,2.01,0.09,2025-06-26,Healthy,,Not Bred,,0
ANM_1571,Chicken,Rhode Island Red,Male,2025-03-05,0.35,0.01,2025-06-26,Healthy,,Not Bred,,0
ANM_1572,Sheep,Nali,Male,2024-02-02,8.04,0.32,2025-06-26,Healthy,,Not Bred,,0
ANM_1573,Pig,Landrace,Female,2021-05-21,209.62,8.55,2025-06-26,Healthy,,Lactating,2025-03-11,5
ANM_1574,Goat,Black Bengal,Female,2020-08-29,56.59,1.81,2025-06-26,Healthy,,Bred,2024-12-30,0
ANM_1575,Chicken,Native,Female,2023-11-20,2.11,0.11,2025-06-26,Healthy,,Not Bred,,0
ANM_1576,Sheep,Nali,Male,2021-09-16,49.99,1.57,2025-06-26,Healthy,,Not Bred,,0
ANM_1577,Goat,Tellicherry,Female,2022-12-13,26.99,0.83,2025-06-26,Healthy,,Pregnant,2025-03-28,0
ANM_1578,Pig,Yorkshire,Female,2021-03-07,218.14,8.54,2025-06-26,Healthy,,Pregnant,2024-07-11,0
ANM_1579,Goat,Tellicherry,Male,2022-10-20,27.47,0.81,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_1580,Cattle,Gir,Male,2021-03-11,440.88,8.23,2025-06-26,Healthy,,Not Bred,,0
ANM_1581,Chicken,Leghorn,Male,2024-12-30,1.07,0.07,2025-06-26,Healthy,,Not Bred,,0
ANM_1582,Pig,Duroc,Female,2023-09-26,131.25,5.2,2025-06-26,Healthy,,Pregnant,2024-12-24,0
ANM_1583,Chicken,Leghorn,Male,2022-03-11,3.48,0.17,2025-06-26,Healthy,,Not Bred,,0
ANM_1584,Sheep,Suffolk,Male,2024-07-20,12.87,0.35,2025-06-26,Healthy,,Not Bred,,0
ANM_1585,Sheep,Nali,Male,2022-06-29,34.23,1.06,2025-06-26,Healthy,,Not Bred,,0
ANM_1586,Chicken,Rhode Island Red,Female,2024-03-04,1.1,0.05,2025-06-26,Healthy,,Lactating,2025-05-21,1
ANM_1587,Sheep,Deccani,Female,2024-11-25,20.88,0.82,2025-06-26,Healthy,,Pregnant,2024-12-26,0
ANM_1588,Chicken,Rhode Island Red,Female,2023-04-25,2.09,0.12,2025-06-26,Healthy,,Pregnant,2024-09-21,0
ANM_1589,Pig,Yorkshire,Female,2022-02-08,154.12,6.09,2025-06-26,Healthy,,Lactating,2025-01-18,3
ANM_1590,Sheep,Merino,Female,2023-12-16,22.94,0.66,2025-06-26,Serious Illness,Pain Reliever,Lactating,2025-02-03,1
ANM_1591,Cattle,Sahiwal,Female,2024-04-18,155.98,2.85,2025-06-26,Healthy,,Pregnant,2025-04-22,0
ANM_1592,Chicken,Native,Female,2024-09-11,0.94,0.05,2025-06-26,Healthy,,Bred,2024-08-17,0
ANM_1593,Chicken,Plymouth Rock,Male,2021-08-10,3.78,0.2,2025-06-26,Healthy,,Not Bred,,0
ANM_1594,Goat,Beetal,Male,2023-09-12,31.1,0.85,2025-06-26,Healthy,,Not Bred,,0
ANM_1595,Pig,Yorkshire,Female,2024-02-26,81.51,3.02,2025-06-26,Serious Illness,Anti-parasitic,Not Bred,,0
ANM_1596,Goat,Black Bengal,Female,2022-02-20,35.04,1.03,2025-06-26,Healthy,,Pregnant,2024-06-28,0
ANM_1597,Chicken,Rhode Island Red,Female,2023-11-17,2.21,0.11,2025-06-26,Healthy,,Bred,2024-10-13,0
ANM_1598,Cattle,Gir,Female,2020-11-15,543.13,11.04,2025-06-26,Healthy,,Pregnant,2024-12-05,0
ANM_1599,Pig,Landrace,Female,2020-09-02,261.8,10.62,2025-06-26,Mild Illness,Pain Reliever,Pregnant,2024-09-14,0
ANM_1600,Pig,Landrace,Male,2021-02-08,195.74,7.95,2025-06-26,Healthy,,Not Bred,,0
ANM_1601,Cattle,Holstein Friesian,Male,2021-05-27,395.33,7.94,2025-06-26,Healthy,,Not Bred,,0
ANM_1602,Chicken,Leghorn,Female,2024-10-19,0.81,0.02,2025-06-26,Healthy,,Pregnant,2024-12-18,0
ANM_1603,Cattle,Gir,Female,2023-05-13,254.82,5.75,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_1604,Pig,Duroc,Male,2023-12-18,111.29,4.4,2025-06-26,Healthy,,Not Bred,,0
ANM_1605,Chicken,Rhode Island Red,Female,2023-02-22,2.16,0.12,2025-06-26,Healthy,,Pregnant,2024-07-05,0
ANM_1606,Cattle,Gir,Male,2024-04-08,146.64,3.6,2025-06-26,Healthy,,Not Bred,,0
ANM_1607,Sheep,Suffolk,Male,2021-07-18,52.34,1.66,2025-06-26,Healthy,,Not Bred,,0
ANM_1608,Pig,Landrace,Female,2023-02-06,107.07,4.26,2025-06-26,Healthy,,Pregnant,2025-01-24,0
ANM_1609,Pig,Large White,Female,2023-12-29,103.71,4.11,2025-06-26,Healthy,,Lactating,2025-04-18,4
ANM_1610,Goat,Sirohi,Male,2025-02-11,14.67,0.37,2025-06-26,Healthy,,Not Bred,,0
ANM_1611,Goat,Jamunapari,Male,2020-11-14,57.17,1.62,2025-06-26,Healthy,,Not Bred,,0
ANM_1612,Goat,Tellicherry,Female,2022-09-23,35.72,1.14,2025-06-26,Mild Illness,Pain Reliever,Pregnant,2024-11-22,0
ANM_1613,Cattle,Gir,Male,2020-12-21,607.47,11.71,2025-06-26,Healthy,,Not Bred,,0
ANM_1614,Goat,Beetal,Male,2023-04-29,16.41,0.46,2025-06-26,Healthy,,Not Bred,,0
ANM_1615,Sheep,Suffolk,Male,2024-05-17,10.77,0.27,2025-06-26,Healthy,,Not Bred,,0
ANM_1616,Pig,Duroc,Female,2021-05-29,204.69,8.28,2025-06-26,Serious Illness,Pain Reliever,Lactating,2024-09-09,2
ANM_1617,Cattle,Gir,Male,2022-02-11,331.35,6.9,2025-06-26,Healthy,,Not Bred,,0
ANM_1618,Sheep,Nali,Male,2023-12-06,23.13,0.54,2025-06-26,Serious Illness,Vaccine,Not Bred,,0
ANM_1619,Chicken,Native,Female,2025-05-17,0.48,0.03,2025-06-26,Healthy,,Not Bred,,0
ANM_1620,Cattle,Ongole,Female,2023-01-03,228.33,4.79,2025-06-26,Serious Illness,Anti-parasitic,Pregnant,2025-01-01,0
ANM_1621,Sheep,Nali,Female,2024-03-11,19.05,0.62,2025-06-26,Healthy,,Pregnant,2025-01-21,0
ANM_1622,Sheep,Deccani,Female,2021-03-03,45.32,1.39,2025-06-26,Healthy,,Pregnant,2025-01-26,0
ANM_1623,Pig,Landrace,Male,2023-08-16,102.62,3.69,2025-06-26,Healthy,,Not Bred,,0
ANM_1624,Chicken,Broiler,Male,2024-02-27,1.07,0.06,2025-06-26,Healthy,,Not Bred,,0
ANM_1625,Sheep,Nali,Male,2021-01-22,46.0,1.35,2025-06-26,Healthy,,Not Bred,,0
ANM_1626,Goat,Jamunapari,Female,2023-01-29,29.52,1.07,2025-06-26,Healthy,,Not Bred,,0
ANM_1627,Goat,Black Bengal,Female,2023-07-22,29.15,1.05,2025-06-26,Healthy,,Not Bred,,0
ANM_1628,Goat,Jamunapari,Female,2025-02-11,3.43,0.1,2025-06-26,Healthy,,Pregnant,2025-03-04,0
ANM_1629,Goat,Black Bengal,Female,2023-05-24,29.69,0.95,2025-06-26,Healthy,,Not Bred,,0
ANM_1630,Pig,Yorkshire,Female,2020-09-09,262.05,10.43,2025-06-26,Healthy,,Not Bred,,0
ANM_1631,Goat,Beetal,Female,2023-01-21,33.06,0.87,2025-06-26,Healthy,,Not Bred,,0
ANM_1632,Goat,Black Bengal,Female,2022-08-18,31.36,1.07,2025-06-26,Healthy,,Pregnant,2025-04-06,0
ANM_1633,Goat,Beetal,Male,2021-07-13,52.95,1.5,2025-06-26,Healthy,,Not Bred,,0
ANM_1634,Cattle,Holstein Friesian,Female,2020-11-24,552.55,10.82,2025-06-26,Healthy,,Bred,2024-10-15,0
ANM_1635,Sheep,Deccani,Female,2022-10-08,35.7,1.12,2025-06-26,Healthy,,Not Bred,,0
ANM_1636,Goat,Tellicherry,Male,2021-06-01,49.36,1.49,2025-06-26,Healthy,,Not Bred,,0
ANM_1637,Cattle,Gir,Male,2021-09-16,452.33,9.29,2025-06-26,Healthy,,Not Bred,,0
ANM_1638,Chicken,Broiler,Female,2022-10-15,3.29,0.19,2025-06-26,Healthy,,Lactating,2024-08-11,1
ANM_1639,Cattle,Ongole,Female,2021-12-11,449.33,8.73,2025-06-26,Healthy,,Not Bred,,0
ANM_1640,Chicken,Rhode Island Red,Female,2024-10-21,1.04,0.06,2025-06-26,Healthy,,Lactating,2025-04-16,1
ANM_1641,Goat,Sirohi,Male,2023-02-18,23.59,0.55,2025-06-26,Healthy,,Not Bred,,0
ANM_1642,Chicken,Broiler,Male,2023-05-27,2.35,0.11,2025-06-26,Healthy,,Not Bred,,0
ANM_1643,Cattle,Sahiwal,Female,2023-05-14,274.11,4.48,2025-06-26,Serious Illness,Pain Reliever,Not Bred,,0
ANM_1644,Goat,Black Bengal,Male,2022-04-02,43.39,1.37,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_1645,Sheep,Merino,Male,2020-07-18,48.8,1.66,2025-06-26,Healthy,,Not Bred,,0
ANM_1646,Pig,Yorkshire,Male,2023-09-13,105.26,4.04,2025-06-26,Healthy,,Not Bred,,0
ANM_1647,Goat,Beetal,Male,2025-03-23,6.66,0.18,2025-06-26,Healthy,,Not Bred,,0
ANM_1648,Sheep,Nali,Female,2024-03-18,6.24,0.25,2025-06-26,Healthy,,Not Bred,,0
ANM_1649,Chicken,Rhode Island Red,Female,2025-06-03,0.1,0.01,2025-06-26,Healthy,,Pregnant,2024-09-09,0
ANM_1650,Cattle,Ongole,Male,2023-12-11,223.44,4.87,2025-06-26,Healthy,,Not Bred,,0
ANM_1651,Pig,Yorkshire,Female,2021-07-06,226.26,8.92,2025-06-26,Healthy,,Not Bred,,0
ANM_1652,Goat,Black Bengal,Male,2021-06-30,46.9,1.53,2025-06-26,Healthy,,Not Bred,,0
ANM_1653,Chicken,Rhode Island Red,Female,2022-09-02,3.51,0.18,2025-06-26,Healthy,,Not Bred,,0
ANM_1654,Sheep,Merino,Male,2021-12-21,40.94,1.23,2025-06-26,Healthy,,Not Bred,,0
ANM_1655,Pig,Landrace,Female,2024-06-10,59.45,2.19,2025-06-26,Healthy,,Not Bred,,0
ANM_1656,Goat,Black Bengal,Female,2024-02-29,16.61,0.65,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_1657,Pig,Duroc,Female,2021-10-23,215.74,8.85,2025-06-26,Mild Illness,Anti-parasitic,Bred,2025-01-08,0
ANM_1658,Pig,Landrace,Male,2024-09-02,53.1,2.04,2025-06-26,Healthy,,Not Bred,,0
ANM_1659,Sheep,Nali,Female,2023-08-07,28.85,0.68,2025-06-26,Healthy,,Not Bred,,0
ANM_1660,Sheep,Merino,Male,2021-06-28,50.41,1.61,2025-06-26,Healthy,,Not Bred,,0
ANM_1661,Chicken,Rhode Island Red,Female,2021-03-14,4.28,0.19,2025-06-26,Mild Illness,Vaccine,Lactating,2024-06-27,1
ANM_1662,Pig,Yorkshire,Female,2022-09-01,165.44,6.47,2025-06-26,Healthy,,Not Bred,,0
ANM_1663,Goat,Tellicherry,Male,2024-07-05,10.76,0.32,2025-06-26,Healthy,,Not Bred,,0
ANM_1664,Chicken,Plymouth Rock,Female,2021-03-22,4.2,0.22,2025-06-26,Healthy,,Lactating,2025-06-24,1
ANM_1665,Cattle,Gir,Female,2021-10-26,408.45,7.76,2025-06-26,Healthy,,Not Bred,,0
ANM_1666,Chicken,Native,Female,2022-03-16,2.71,0.16,2025-06-26,Mild Illness,Anti-parasitic,Pregnant,2024-10-18,0
ANM_1667,Goat,Beetal,Female,2023-09-26,28.41,0.8,2025-06-26,Healthy,,Not Bred,,0
ANM_1668,Sheep,Dorper,Female,2020-12-21,58.85,1.76,2025-06-26,Healthy,,Not Bred,,0
ANM_1669,Cattle,Sahiwal,Male,2025-03-21,75.21,1.68,2025-06-26,Healthy,,Not Bred,,0
ANM_1670,Chicken,Broiler,Female,2021-06-03,4.09,0.21,2025-06-26,Healthy,,Lactating,2025-01-07,2
ANM_1671,Sheep,Deccani,Male,2025-03-25,9.73,0.1,2025-06-26,Serious Illness,Vaccine,Not Bred,,0
ANM_1672,Sheep,Merino,Male,2022-03-01,40.17,1.28,2025-06-26,Healthy,,Not Bred,,0
ANM_1673,Cattle,Holstein Friesian,Female,2022-04-20,322.59,6.99,2025-06-26,Healthy,,Not Bred,,0
ANM_1674,Sheep,Suffolk,Male,2022-04-10,40.31,0.94,2025-06-26,Healthy,,Not Bred,,0
ANM_1675,Chicken,Plymouth Rock,Male,2021-10-24,3.94,0.2,2025-06-26,Healthy,,Not Bred,,0
ANM_1676,Chicken,Leghorn,Female,2024-02-27,0.84,0.04,2025-06-26,Healthy,,Not Bred,,0
ANM_1677,Cattle,Holstein Friesian,Male,2025-06-25,70.91,1.0,2025-06-26,Healthy,,Not Bred,,0
ANM_1678,Pig,Yorkshire,Male,2020-08-10,269.34,10.81,2025-06-26,Healthy,,Not Bred,,0
ANM_1679,Sheep,Deccani,Female,2020-11-01,56.03,1.64,2025-06-26,Healthy,,Lactating,2025-05-11,1
ANM_1680,Sheep,Merino,Male,2020-06-26,53.8,1.57,2025-06-26,Healthy,,Not Bred,,0
ANM_1681,Cattle,Holstein Friesian,Female,2021-02-08,434.84,8.52,2025-06-26,Healthy,,Lactating,2024-07-27,5
ANM_1682,Goat,Beetal,Female,2023-12-26,32.3,0.97,2025-06-26,Healthy,,Lactating,2024-12-11,1
ANM_1683,Cattle,Ongole,Male,2021-03-07,448.96,9.04,2025-06-26,Healthy,,Not Bred,,0
ANM_1684,Sheep,Nali,Female,2021-07-03,47.53,1.52,2025-06-26,Healthy,,Lactating,2024-09-06,4
ANM_1685,Chicken,Rhode Island Red,Female,2023-07-07,2.2,0.11,2025-06-26,Mild Illness,Vaccine,Lactating,2024-09-28,5
ANM_1686,Goat,Beetal,Female,2020-10-15,55.46,1.52,2025-06-26,Healthy,,Pregnant,2025-01-19,0
ANM_1687,Pig,Yorkshire,Male,2022-09-23,175.41,7.34,2025-06-26,Healthy,,Not Bred,,0
ANM_1688,Cattle,Gir,Male,2025-05-07,91.74,1.69,2025-06-26,Healthy,,Not Bred,,0
ANM_1689,Cattle,Ongole,Male,2020-12-12,541.59,10.36,2025-06-26,Serious Illness,Anti-parasitic,Not Bred,,0
ANM_1690,Pig,Duroc,Female,2021-02-20,204.96,8.49,2025-06-26,Healthy,,Lactating,2025-04-30,3
ANM_1691,Chicken,Plymouth Rock,Male,2023-11-23,2.35,0.12,2025-06-26,Healthy,,Not Bred,,0
ANM_1692,Pig,Landrace,Female,2022-11-12,154.23,6.24,2025-06-26,Healthy,,Lactating,2024-12-03,2
ANM_1693,Goat,Tellicherry,Male,2021-05-21,40.88,1.1,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_1694,Pig,Large White,Female,2023-09-18,94.0,3.69,2025-06-26,Healthy,,Bred,2025-02-23,0
ANM_1695,Sheep,Dorper,Male,2023-10-30,18.34,0.54,2025-06-26,Healthy,,Not Bred,,0
ANM_1696,Goat,Jamunapari,Female,2022-06-26,21.5,0.78,2025-06-26,Healthy,,Lactating,2025-03-10,5
ANM_1697,Cattle,Jersey,Female,2024-10-12,140.92,2.01,2025-06-26,Healthy,,Pregnant,2025-01-13,0
ANM_1698,Cattle,Sahiwal,Female,2020-07-22,575.44,11.95,2025-06-26,Healthy,,Lactating,2025-02-14,1
ANM_1699,Chicken,Broiler,Male,2020-12-27,4.89,0.24,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_1700,Cattle,Holstein Friesian,Male,2023-01-07,282.94,5.57,2025-06-26,Healthy,,Not Bred,,0
ANM_1701,Goat,Tellicherry,Male,2025-03-31,5.76,0.25,2025-06-26,Healthy,,Not Bred,,0
ANM_1702,Goat,Sirohi,Male,2025-01-03,11.69,0.38,2025-06-26,Healthy,,Not Bred,,0
ANM_1703,Chicken,Native,Male,2023-02-08,2.05,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_1704,Cattle,Gir,Male,2021-03-14,456.04,8.78,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_1705,Goat,Tellicherry,Male,2024-07-21,12.5,0.54,2025-06-26,Healthy,,Not Bred,,0
ANM_1706,Cattle,Gir,Female,2020-11-18,570.98,10.77,2025-06-26,Healthy,,Not Bred,,0
ANM_1707,Sheep,Suffolk,Female,2021-06-18,42.34,1.4,2025-06-26,Healthy,,Pregnant,2025-02-11,0
ANM_1708,Chicken,Native,Female,2022-01-27,3.17,0.16,2025-06-26,Healthy,,Not Bred,,0
ANM_1709,Goat,Sirohi,Female,2021-04-20,44.2,1.35,2025-06-26,Healthy,,Bred,2024-08-03,0
ANM_1710,Pig,Landrace,Male,2024-05-22,68.91,2.89,2025-06-26,Healthy,,Not Bred,,0
ANM_1711,Chicken,Rhode Island Red,Male,2024-12-20,1.21,0.05,2025-06-26,Healthy,,Not Bred,,0
ANM_1712,Pig,Large White,Male,2023-02-19,103.66,3.98,2025-06-26,Healthy,,Not Bred,,0
ANM_1713,Sheep,Deccani,Male,2022-11-16,37.25,1.11,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_1714,Chicken,Broiler,Male,2024-03-15,0.85,0.03,2025-06-26,Healthy,,Not Bred,,0
ANM_1715,Sheep,Deccani,Female,2020-11-10,53.53,1.59,2025-06-26,Healthy,,Not Bred,,0
ANM_1716,Pig,Landrace,Female,2021-07-13,195.56,7.78,2025-06-26,Healthy,,Not Bred,,0
ANM_1717,Goat,Tellicherry,Female,2023-01-30,24.23,0.75,2025-06-26,Healthy,,Pregnant,2024-08-11,0
ANM_1718,Sheep,Deccani,Male,2022-09-28,29.66,1.0,2025-06-26,Healthy,,Not Bred,,0
ANM_1719,Sheep,Merino,Female,2024-03-08,7.82,0.17,2025-06-26,Healthy,,Lactating,2024-11-22,5
ANM_1720,Cattle,Jersey,Female,2022-11-16,335.69,7.2,2025-06-26,Healthy,,Lactating,2025-06-08,1
ANM_1721,Sheep,Dorper,Female,2022-08-23,35.97,1.05,2025-06-26,Healthy,,Lactating,2024-12-24,1
ANM_1722,Chicken,Native,Male,2024-02-10,1.13,0.06,2025-06-26,Healthy,,Not Bred,,0
ANM_1723,Sheep,Suffolk,Male,2021-11-01,41.02,1.25,2025-06-26,Healthy,,Not Bred,,0
ANM_1724,Sheep,Nali,Male,2025-04-12,12.21,0.48,2025-06-26,Healthy,,Not Bred,,0
ANM_1725,Pig,Duroc,Male,2023-03-20,122.55,4.97,2025-06-26,Serious Illness,Vaccine,Not Bred,,0
ANM_1726,Chicken,Broiler,Female,2023-01-21,2.38,0.14,2025-06-26,Healthy,,Pregnant,2024-10-24,0
ANM_1727,Sheep,Suffolk,Male,2021-05-05,42.43,1.22,2025-06-26,Healthy,,Not Bred,,0
ANM_1728,Chicken,Leghorn,Female,2024-06-30,1.03,0.04,2025-06-26,Healthy,,Pregnant,2024-10-02,0
ANM_1729,Chicken,Rhode Island Red,Female,2020-07-05,5.2,0.27,2025-06-26,Healthy,,Lactating,2024-11-05,3
